Bar Size,Directed by,Episode title,Guest star,No. in Season,No. in Series,No.,Appearances,Original air date,Production Code (Characters),Production Code,Role(s),Season (Characters),Season,Synopsis,Title,U.S. Viewers,Written by
1000,Chuck Sheetz,"""I'm Goin' to Praiseland""",Shawn Colvin,19,267,267–1219,1,5/6/2001,CABF15,CABF15,Rachel Jordan,12,12,"After finding a sketchbook belonging to his late wife Maude, Ned Flanders opens a Bible-themed amusement park to honor her memory.","""I'm Goin' to Praiseland""",13.1,Julie Thacker
1000,Bob Anderson,"""Simpsons Tall Tales""",Frank Welker,21,269,269–1221,1,5/20/2001,CABF17,CABF17,Various animals,12,12,"When Homer refuses to pay a five dollar airport tax to fly to Delaware, the family is forced to ride in a livestock car of a train instead. There they meet a singing hobo who tells three tall tales:","""Simpsons Tall Tales""",13.4,Part 1: John Frink & Don Payne
1000,Jim Reardon,"""Treehouse of Horror XII""",Matthew Perry,1,270,270–1301,1,11/6/2001,CABF19,CABF19,Ultrahouse's Matthew Perry voice,13,13,"In the twelfth Treehouse of Horror episode: Hex and the City – While on a day trip through Ethnictown, Homer's bumbling catches the ire of a gypsy, who curses Homer's family and friends into receiving nothing but bad luck. House of Whacks – in this mixed parody of Demon Seed and 2001: A Space Odyssey, Marge buys an automated house and customizes it with the Pierce Brosnan personality, who falls for Marge and attempts to murder Homer. Wiz Kids – In this Harry Potter parody, Bart and Lisa go to a school for wizards, and Lord Montemort (Mr. Burns) uses Bart to capture Lisa's magic.","""Treehouse of Horror XII""",0.0,Part 1: Joel H. Cohen
1000,Jim Reardon,"""Treehouse of Horror XII""",Pierce Brosnan,1,270,270–1301,1,11/6/2001,CABF19,CABF19,Ultrahouse's Pierce Brosnan voice; himself,13,13,"In the twelfth Treehouse of Horror episode: Hex and the City – While on a day trip through Ethnictown, Homer's bumbling catches the ire of a gypsy, who curses Homer's family and friends into receiving nothing but bad luck. House of Whacks – in this mixed parody of Demon Seed and 2001: A Space Odyssey, Marge buys an automated house and customizes it with the Pierce Brosnan personality, who falls for Marge and attempts to murder Homer. Wiz Kids – In this Harry Potter parody, Bart and Lisa go to a school for wizards, and Lord Montemort (Mr. Burns) uses Bart to capture Lisa's magic.","""Treehouse of Horror XII""",0.0,Part 1: Joel H. Cohen
1000,Mark Kirkland,"""The Parent Rap""",Jane Kaczmarek,2,271,271–1302,1,11/11/2001,CABF22,CABF22,Judge Constance Harm,13,13,"Bart gets in trouble for joyriding in a police car, but feels confident he will be let off by Judge Snyder. However, Snyder goes on vacation before ruling his verdict and is replaced with a coldhearted judge named Constance Harm. She accuses Homer of being a negligent father and sentences him to be tethered to Bart.","""The Parent Rap""",0.0,George Meyer & Mike Scully
1000,Mark Kirkland,"""The Parent Rap""",Jess Harnell,2,271,271–1302,1,11/11/2001,CABF22,CABF22,Various animals,13,13,"Bart gets in trouble for joyriding in a police car, but feels confident he will be let off by Judge Snyder. However, Snyder goes on vacation before ruling his verdict and is replaced with a coldhearted judge named Constance Harm. She accuses Homer of being a negligent father and sentences him to be tethered to Bart.","""The Parent Rap""",0.0,George Meyer & Mike Scully
1000,Jen Kamerman,"""Homer the Moe""",R.E.M.,3,272,272–1303,1,11/18/2001,CABF20,CABF20,Themselves,13,13,"Moe becomes depressed and decides to return to bartending school so he can re-evaluate himself. He meets an old teacher, who suggests that Moe try improving his bar, which might make him happier. Moe takes the advice, and turns his bar into a trendy nightclub, which does not sit well with his regular customers Homer, Lenny, Carl, and Barney.","""Homer the Moe""",0.0,Dana Gould
1000,Lance Kramer,"""A Hunka Hunka Burns in Love""",Julia Louis-Dreyfus,4,273,273–1304,1,12/2/2001,CABF18,CABF18,Gloria,13,13,"Homer becomes a fortune cookie writer for a Chinatown restaurant. Mr. Burns reads one of Homer's fortunes, which says that the reader will find love before Flag Day is over. Burns goes searching for love and meets Gloria, a meter maid, and asks her out. Gloria reluctantly agrees, and Burns recruits Homer to help him look young and hip to his new girlfriend.","""A Hunka Hunka Burns in Love""",0.0,John Swartzwelder
1000,Lance Kramer,"""A Hunka Hunka Burns in Love""",George Takei,4,273,273–1304,1,12/2/2001,CABF18,CABF18,Waiter,13,13,"Homer becomes a fortune cookie writer for a Chinatown restaurant. Mr. Burns reads one of Homer's fortunes, which says that the reader will find love before Flag Day is over. Burns goes searching for love and meets Gloria, a meter maid, and asks her out. Gloria reluctantly agrees, and Burns recruits Homer to help him look young and hip to his new girlfriend.","""A Hunka Hunka Burns in Love""",0.0,John Swartzwelder
1000,Steven Dean Moore,"""The Blunder Years""",Joe Mantegna,5,274,274–1305,1,12/9/2001,CABF21,CABF21,Fat Tony,13,13,"After tricking Marge into thinking an advertising spokesman is coming to visit her, Homer takes Marge and the rest of the family to a restaurant. A hypnotist uses his powers on Homer, and makes him remember a horrific childhood incident where Homer found a dead body in a ravine. The Simpson family decides to investigate this and find out where the body came from.","""The Blunder Years""",0.0,Ian Maxtone-Graham
1000,Steven Dean Moore,"""The Blunder Years""",Judith Owen,5,274,274–1305,1,12/9/2001,CABF21,CABF21,Herself,13,13,"After tricking Marge into thinking an advertising spokesman is coming to visit her, Homer takes Marge and the rest of the family to a restaurant. A hypnotist uses his powers on Homer, and makes him remember a horrific childhood incident where Homer found a dead body in a ravine. The Simpson family decides to investigate this and find out where the body came from.","""The Blunder Years""",0.0,Ian Maxtone-Graham
1000,Steven Dean Moore,"""The Blunder Years""",Paul Newman,5,274,274–1305,1,12/9/2001,CABF21,CABF21,Himself,13,13,"After tricking Marge into thinking an advertising spokesman is coming to visit her, Homer takes Marge and the rest of the family to a restaurant. A hypnotist uses his powers on Homer, and makes him remember a horrific childhood incident where Homer found a dead body in a ravine. The Simpson family decides to investigate this and find out where the body came from.","""The Blunder Years""",0.0,Ian Maxtone-Graham
1000,Steven Dean Moore,"""She of Little Faith""",Richard Gere,6,275,275–1306,1,12/16/2001,DABF02,DABF02,Himself,13,13,"After Homer and Bart's model rocket damages the church, Mr. Burns makes a deal to commercialize the church in return for paying for the damages. Lisa becomes disgusted at what the church has become, so she decides to find a new religion suitable for her. She eventually converts to Buddhism, causing Marge to fear for Lisa's soul.","""She of Little Faith""",0.0,Bill Freiberger
1000,Matthew Nastuk,"""Brawl in the Family""",Delroy Lindo,7,276,276–1307,1,1/6/2002,DABF01,DABF01,Gabriel,13,13,"A social worker is assigned to make the Simpson family functional after they get arrested for fighting over a board game. He helps them learn how to work together and function as a family. Meanwhile, Ginger and Amber, the barmaids who married Homer and Flanders while they were drunk in ""Viva Ned Flanders"", arrive at the Simpsons' home, which outrages Marge.","""Brawl in the Family""",0.0,Joel H. Cohen
1000,Matthew Nastuk,"""Brawl in the Family""",Jane Kaczmarek,7,276,276–1307,1,1/6/2002,DABF01,DABF01,Judge Constance Harm,13,13,"A social worker is assigned to make the Simpson family functional after they get arrested for fighting over a board game. He helps them learn how to work together and function as a family. Meanwhile, Ginger and Amber, the barmaids who married Homer and Flanders while they were drunk in ""Viva Ned Flanders"", arrive at the Simpsons' home, which outrages Marge.","""Brawl in the Family""",0.0,Joel H. Cohen
1000,Mark Kirkland,"""Sweets and Sour Marge""",Ben Stiller,8,277,277–1308,1,1/20/2002,DABF03,DABF03,Garth Motherloving,13,13,"Springfield is officially declared the World's Fattest Town after an attempt to break a world record lands everyone on top of a truck scale. Out of embarrassment and disgust, Marge goes on a crusade against the local sugar corporation. However, when sugar is banned, Homer, Bart, Mr. Burns and Apu start bootlegging sugar.","""Sweets and Sour Marge""",0.0,Carolyn Omine
1000,Nancy Kruse,"""Jaws Wired Shut""",John Kassir,9,278,278–1309,1,1/27/2002,DABF05,DABF05,Various animals,13,13,"A jaw injury from colliding with a new town statue turns Homer into a better listener while recuperating with his jaws wired shut, but once the wires come off, Homer does not go back to being loud and obnoxious and Marge becomes starved for thrills.","""Jaws Wired Shut""",0.0,Matt Selman
1000,Lauren MacMullan,"""Half-Decent Proposal""",Jon Lovitz,10,279,279–1310,1,2/10/2002,DABF04,DABF04,Artie Ziff,13,13,"Homer develops a snoring problem, so Marge decides to spend a night with her sisters Patty and Selma. After a night of drinking, Marge sees a news report about her ex-prom date Artie Ziff, who is now very wealthy, and decides to send him an e-mail. Artie is still obsessed with Marge, so he offers the Simpsons $1 million in exchange for Marge spending a weekend with him.","""Half-Decent Proposal""",0.0,Tim Long
1000,Michael Polcino,"""The Bart Wants What It Wants""",Reese Witherspoon,11,280,280–1311,1,2/17/2002,DABF06,DABF06,Greta Wolfcastle,13,13,"Bart befriends Rainer Wolfcastle's daughter Greta. She has a crush on Bart, but he does not seem to realize it and eventually stops seeing her. Seeking revenge, Greta begins dating Bart's best friend Milhouse, which causes Bart to start missing her. She leaves for Toronto with her father, and Bart convinces his family to follow them there.","""The Bart Wants What It Wants""",0.0,John Frink & Don Payne
1000,Michael Polcino,"""The Bart Wants What It Wants""",Wolfgang Puck,11,280,280–1311,1,2/17/2002,DABF06,DABF06,Himself,13,13,"Bart befriends Rainer Wolfcastle's daughter Greta. She has a crush on Bart, but he does not seem to realize it and eventually stops seeing her. Seeking revenge, Greta begins dating Bart's best friend Milhouse, which causes Bart to start missing her. She leaves for Toronto with her father, and Bart convinces his family to follow them there.","""The Bart Wants What It Wants""",0.0,John Frink & Don Payne
1000,Bob Anderson,"""The Lastest Gun in the West""",Dennis Weaver,12,281,281–1312,1,2/24/2002,DABF07,DABF07,Buck McCoy,13,13,"While running away from a vicious dog, Bart meets Buck McCoy, a former Western film star. Bart begins hanging out with him and starts to idolize him. Bart wants to help McCoy stage a comeback, so he convinces all of the kids in town to become interested in the Wild West. McCoy appears on the Krusty the Clown Show, but the comeback flops when Buck begins drinking again and injures Krusty the Clown.","""The Lastest Gun in the West""",0.0,John Swartzwelder
1000,Bob Anderson,"""The Lastest Gun in the West""",Frank Welker,12,281,281–1312,1,2/24/2002,DABF07,DABF07,Dog,13,13,"While running away from a vicious dog, Bart meets Buck McCoy, a former Western film star. Bart begins hanging out with him and starts to idolize him. Bart wants to help McCoy stage a comeback, so he convinces all of the kids in town to become interested in the Wild West. McCoy appears on the Krusty the Clown Show, but the comeback flops when Buck begins drinking again and injures Krusty the Clown.","""The Lastest Gun in the West""",0.0,John Swartzwelder
1000,Lance Kramer,"""The Old Man and the Key""",Bill Saluga,13,282,282–1313,1,3/10/2002,DABF09,DABF09,Ray J. Johnson,13,13,"Grampa falls in love with Zelda, a woman who has an interest in men who can drive. He decides to get his driver's license back, but is ignorant to Homer and Marge's concerns that she is only using him for his car.","""The Old Man and the Key""",0.0,Jon Vitti
1000,Lance Kramer,"""The Old Man and the Key""",Olympia Dukakis,13,282,282–1313,1,3/10/2002,DABF09,DABF09,Zelda,13,13,"Grampa falls in love with Zelda, a woman who has an interest in men who can drive. He decides to get his driver's license back, but is ignorant to Homer and Marge's concerns that she is only using him for his car.","""The Old Man and the Key""",0.0,Jon Vitti
1000,Michael Marcantel,"""Weekend at Burnsie's""",Phish,16,285,285–1316,1,4/7/2002,DABF11,DABF11,Themselves,13,13,"Homer is prescribed medicinal marijuana after getting pecked in the eyes by a murder of crows. While his family and friends worry about the drug altering his personality, Homer becomes Mr. Burns's vice president after cracking up at Burns's antiquated jokes.","""Weekend at Burnsie's""",0.0,Jon Vitti
